item_id	classification	issue	projects	evidence_or_note
maclane:IX.4:construction2	ABSENT	#570	4	MacLane IX.4: Canonical wedges — evaluation and the identity family
maclane:IX.4:construction4	ABSENT	#570	4	MacLane IX.4: Canonical wedges — evaluation and the identity family
maclane:IX.4:construction3	ABSENT	#571	4	MacLane IX.4: The unit and counit of a parametrized adjunction are (di)natural in the parameter
maclane:IX.4:ex1	ABSENT	#571	4	MacLane IX.4: The unit and counit of a parametrized adjunction are (di)natural in the parameter
maclane:IX.4:def2	PARTIAL	#572	4	MacLane IX.4: Multi-variable (di)natural transformations and dummy variables
maclane:IX.4:def4	ABSENT	#572	4	MacLane IX.4: Multi-variable (di)natural transformations and dummy variables
maclane:IX.4:remark1	ABSENT	#573	4	MacLane IX.4: Composition calculus for dinatural transformations
maclane:IX.4:prop1	ABSENT	#573	4	MacLane IX.4: Composition calculus for dinatural transformations
maclane:IX.4:ex3	ABSENT	#573	4	MacLane IX.4: Composition calculus for dinatural transformations
maclane:IX.4:ex4	ABSENT	#573	4	MacLane IX.4: Composition calculus for dinatural transformations
maclane:IX.4:ex5	ABSENT	#573	4	MacLane IX.4: Composition calculus for dinatural transformations
maclane:IX.4:ex6	ABSENT	#573	4	MacLane IX.4: Composition calculus for dinatural transformations
maclane:IX.4:construction1	ABSENT	#574	4	MacLane IX.4: Euclidean self-duality as a dinatural transformation
maclane:IX.5:construction1	ABSENT	#575	4	MacLane IX.5: The end–limit correspondence (subdivision and twisted-arrow categories)
maclane:IX.5:prop1	ABSENT	#575	4	MacLane IX.5: The end–limit correspondence (subdivision and twisted-arrow categories)
maclane:IX.5:prop3	ABSENT	#575	4	MacLane IX.5: The end–limit correspondence (subdivision and twisted-arrow categories)
maclane:IX.6:ex3	ABSENT	#575	4	MacLane IX.5: The end–limit correspondence (subdivision and twisted-arrow categories)
maclane:IX.5:cor2	PARTIAL	#576	4	MacLane IX.5: Existence of ends from completeness and from products and equalizers
maclane:IX.6:ex2	ABSENT	#576	4	MacLane IX.5: Existence of ends from completeness and from products and equalizers
maclane:IX.5:remark1	PARTIAL	#577	4	MacLane IX.5: The set of natural transformations is an end of the hom-functor
maclane:IX.5:def2	ABSENT	#578	4	MacLane IX.5: Preservation and creation of ends; hom-functors are continuous for ends
maclane:IX.5:remark2	ABSENT	#578	4	MacLane IX.5: Preservation and creation of ends; hom-functors are continuous for ends
maclane:IX.6:def2	PARTIAL	#579	4	MacLane IX.6: The tensor product of functors as a coend
maclane:IX.6:ex5	ABSENT	#579	4	MacLane IX.6: The tensor product of functors as a coend
maclane:IX.6:remark1	ABSENT	#580	4	MacLane IX.6: Module tensor products and free modules as coends
maclane:IX.6:ex4	ABSENT	#580	4	MacLane IX.6: Module tensor products and free modules as coends
maclane:IX.7:prop1	PARTIAL	#581	4	MacLane IX.7: Functoriality of ends in the integrand
maclane:IX.7:thm2	PARTIAL	#582	4	MacLane IX.7: The Parameter Theorem for ends and coends
maclane:IX.7:thm3	ABSENT	#582	4	MacLane IX.7: The Parameter Theorem for ends and coends
maclane:IX.7:ex2	PARTIAL	#582	4	MacLane IX.7: The Parameter Theorem for ends and coends
maclane:IX.7:ex4	ABSENT	#582	4	MacLane IX.7: The Parameter Theorem for ends and coends
maclane:IX.7:ex1	ABSENT	#583	4	MacLane IX.7: A limit in a functor category that is not pointwise (Dubuc)
maclane:IX.8:prop1	PARTIAL	#584	4	MacLane IX.8: The Fubini theorem and interchange of iterated ends
maclane:IX.8:cor1	ABSENT	#584	4	MacLane IX.8: The Fubini theorem and interchange of iterated ends
maclane:IX.1:ex1	ABSENT	#450	4	also covered by existing issue
maclane:IX.1:ex2	ABSENT	#450	4	also covered by existing issue
maclane:IX.4:ex2	ABSENT	#396	4	also covered by existing issue
maclane:IX.6:remark2	ABSENT	#514	4	also covered by existing issue
maclane:IX.7:ex3	ABSENT	#420	4	also covered by existing issue
maclane:IX.4:def1	PRESENT	-	-	Theory/Dinatural.v:51 Dinatural
maclane:IX.4:def3	PRESENT	-	-	Structure/Wedge.v:38 Wedge
maclane:IX.5:def1	PRESENT	-	-	Structure/End.v:35 End
maclane:IX.6:def1	PRESENT	-	-	Structure/End.v:58 Coend
maclane:IX.6:ex1	PRESENT	-	-	Instance/Sets/End.v:59 end_family
maclane:X.1:remark2	PARTIAL	#585	4	MacLane X.1: The formal criterion for the existence of an adjoint via comma-category limits
maclane:X.1:lem1	ABSENT	#585	4	MacLane X.1: The formal criterion for the existence of an adjoint via comma-category limits
maclane:X.1:thm2	PARTIAL	#585	4	MacLane X.1: The formal criterion for the existence of an adjoint via comma-category limits
maclane:X.1:ex1	PARTIAL	#585	4	MacLane X.1: The formal criterion for the existence of an adjoint via comma-category limits
maclane:X.1:ex2	ABSENT	#586	4	MacLane X.1: Formal criteria for representability and universal arrows (Bénabou)
maclane:X.1:ex3	ABSENT	#586	4	MacLane X.1: Formal criteria for representability and universal arrows (Bénabou)
maclane:X.1:ex4	ABSENT	#586	4	MacLane X.1: Formal criteria for representability and universal arrows (Bénabou)
maclane:X.1:ex5	ABSENT	#587	4	MacLane X.1: The Bénabou collage of a set-valued functor and representability via a left adjoint
maclane:X.2:def1	PARTIAL	#588	4	MacLane X.2: Weak universal arrows and weak (co)limits
maclane:X.3:thm1	PARTIAL	#589	4	MacLane X.3: The pointwise (co)limit formula for Kan extensions
maclane:X.3:def2	PARTIAL	#589	4	MacLane X.3: The pointwise (co)limit formula for Kan extensions
maclane:X.3:cor2	ABSENT	#590	4	MacLane X.3: Existence of Kan extensions from completeness and the global adjoint to precomposition
maclane:X.3:remark1	PARTIAL	#590	4	MacLane X.3: Existence of Kan extensions from completeness and the global adjoint to precomposition
maclane:X.3:cor3	ABSENT	#591	4	MacLane X.3: Fully faithful K — an invertible Kan counit and extension along an inclusion
maclane:X.3:cor4	ABSENT	#591	4	MacLane X.3: Fully faithful K — an invertible Kan counit and extension along an inclusion
maclane:X.3:ex4	ABSENT	#591	4	MacLane X.3: Fully faithful K — an invertible Kan counit and extension along an inclusion
maclane:X.3:ex1	ABSENT	#592	4	MacLane X.3: Kan extensions between sets — images, representables, and non-existence
maclane:X.3:ex2	ABSENT	#592	4	MacLane X.3: Kan extensions between sets — images, representables, and non-existence
maclane:X.3:ex3	ABSENT	#592	4	MacLane X.3: Kan extensions between sets — images, representables, and non-existence
maclane:X.4:thm1	ABSENT	#593	4	MacLane X.4: Kan extensions as (co)ends — the pointwise coend and end formulas
maclane:X.4:thm2	ABSENT	#593	4	MacLane X.4: Kan extensions as (co)ends — the pointwise coend and end formulas
maclane:X.4:remark1	ABSENT	#593	4	MacLane X.4: Kan extensions as (co)ends — the pointwise coend and end formulas
maclane:X.4:ex1	ABSENT	#593	4	MacLane X.4: Kan extensions as (co)ends — the pointwise coend and end formulas
maclane:X.7:ex2	PARTIAL	#593	4	MacLane X.4: Kan extensions as (co)ends — the pointwise coend and end formulas
maclane:X.4:ex4	ABSENT	#594	4	MacLane X.4: Kan extensions as (co)ends in the functor category (Ulmer; Day–Kelly)
maclane:X.4:ex5	ABSENT	#594	4	MacLane X.4: Kan extensions as (co)ends in the functor category (Ulmer; Day–Kelly)
maclane:X.4:construction1	ABSENT	#595	4	MacLane X.4: Additive (Ab-enriched) Kan extensions via cotensor
maclane:X.4:remark2	ABSENT	#596	4	MacLane X.4: Left derived functors as a right Ab-enriched Kan extension
maclane:X.4:ex3	ABSENT	#597	4	MacLane X.4: Composition of right Kan extensions (Dubuc)
maclane:X.5:def1	PARTIAL	#598	4	MacLane X.5: Preservation of Kan extensions; right adjoints and representables preserve them
maclane:X.5:thm1	PARTIAL	#598	4	MacLane X.5: Preservation of Kan extensions; right adjoints and representables preserve them
maclane:X.5:cor2	ABSENT	#598	4	MacLane X.5: Preservation of Kan extensions; right adjoints and representables preserve them
maclane:X.5:ex1	PARTIAL	#598	4	MacLane X.5: Preservation of Kan extensions; right adjoints and representables preserve them
maclane:X.5:def2	ABSENT	#599	4	MacLane X.5: Pointwise Kan extensions and the comma-category limit criterion
maclane:X.5:thm3	ABSENT	#599	4	MacLane X.5: Pointwise Kan extensions and the comma-category limit criterion
maclane:X.5:lem1	ABSENT	#599	4	MacLane X.5: Pointwise Kan extensions and the comma-category limit criterion
maclane:X.5:cor4	ABSENT	#599	4	MacLane X.5: Pointwise Kan extensions and the comma-category limit criterion
maclane:X.6:def1	ABSENT	#600	4	MacLane X.6: Dense and codense functors and the full-faithfulness (nerve) criteria
maclane:X.6:def2	ABSENT	#600	4	MacLane X.6: Dense and codense functors and the full-faithfulness (nerve) criteria
maclane:X.6:remark1	ABSENT	#600	4	MacLane X.6: Dense and codense functors and the full-faithfulness (nerve) criteria
maclane:X.6:prop2	ABSENT	#600	4	MacLane X.6: Dense and codense functors and the full-faithfulness (nerve) criteria
maclane:X.6:remark2	ABSENT	#600	4	MacLane X.6: Dense and codense functors and the full-faithfulness (nerve) criteria
maclane:X.6:cor3	ABSENT	#600	4	MacLane X.6: Dense and codense functors and the full-faithfulness (nerve) criteria
maclane:X.6:ex3	ABSENT	#600	4	MacLane X.6: Dense and codense functors and the full-faithfulness (nerve) criteria
maclane:X.6:ex4	ABSENT	#600	4	MacLane X.6: Dense and codense functors and the full-faithfulness (nerve) criteria
maclane:X.6:remark3	ABSENT	#601	4	MacLane X.6: Density in Ab and in R-Mod
maclane:X.6:ex1	ABSENT	#601	4	MacLane X.6: Density in Ab and in R-Mod
maclane:X.6:ex2	ABSENT	#601	4	MacLane X.6: Density in Ab and in R-Mod
maclane:X.6:ex5	ABSENT	#602	4	MacLane X.6: Density as a coend of copowers
maclane:X.7:thm1	PARTIAL	#603	4	MacLane X.7: Kan extensions along the identity and the terminal functor give functors and (co)limits
maclane:X.7:remark1	ABSENT	#603	4	MacLane X.7: Kan extensions along the identity and the terminal functor give functors and (co)limits
maclane:X.3:ex5	ABSENT	#603	4	MacLane X.7: Kan extensions along the identity and the terminal functor give functors and (co)limits
maclane:X.7:thm2	ABSENT	#604	4	MacLane X.7: The adjoint criterion via the Kan extension of the identity, and absolute Kan extensions
maclane:X.7:prop3	ABSENT	#604	4	MacLane X.7: The adjoint criterion via the Kan extension of the identity, and absolute Kan extensions
maclane:X.7:ex1	PARTIAL	#604	4	MacLane X.7: The adjoint criterion via the Kan extension of the identity, and absolute Kan extensions
maclane:X.7:ex3	PARTIAL	#605	4	MacLane X.7: The codensity monad and codensity as Ran_K K
maclane:X.6:prop1	ABSENT	#605	4	MacLane X.7: The codensity monad and codensity as Ran_K K
maclane:X.1:remark1	PARTIAL	#353	4	also covered by existing issue
maclane:X.2:thm1	PRESENT	-	-	Theory/WeaklyInitial.v:89 initial_from_weakly_initial
maclane:X.3:construction1	PRESENT	-	-	Theory/Kan/Extension.v:127 Induced
maclane:X.3:def1	PRESENT	-	-	Theory/Kan/Extension.v:154 LocalRightKan
maclane:X.4:ex2	PRESENT	-	-	Theory/Kan/Extension.v:143 Ran (field of Class RightKan)
maclane:X.7:remark2	PRESENT	-	-	Theory/Coend/Yoneda.v:297 yoneda_reduction
maclane:XI.1:def2	PARTIAL	#606	4	MacLane XI.1: The braiding as a natural isomorphism, unit compatibility, and the inverse braiding
maclane:XI.1:remark1	ABSENT	#606	4	MacLane XI.1: The braiding as a natural isomorphism, unit compatibility, and the inverse braiding
maclane:XI.2:remark2	ABSENT	#607	4	MacLane XI.2: Monoidal natural transformations compose, and the category of monoidal functors
maclane:XI.2:construction1	ABSENT	#608	4	MacLane XI.2: The word-indexed comparison transformation F_v of a monoidal functor
maclane:XI.3:thm1	ABSENT	#609	4	MacLane XI.3: Strictification — every monoidal category is monoidally equivalent to a strict one
maclane:XI.3:ex1	PARTIAL	#610	4	MacLane XI.3: The endofunctor category [C,C] as a strict monoidal category (Exercise 1)
maclane:XI.3:ex2	ABSENT	#611	4	MacLane XI.3: The tensoring functor T : M ⟶ [M,M] and an independent strictification proof (Exercises 2–3)
maclane:XI.3:ex3	ABSENT	#611	4	MacLane XI.3: The tensoring functor T : M ⟶ [M,M] and an independent strictification proof (Exercises 2–3)
maclane:XI.4:def1	ABSENT	#612	4	MacLane XI.4: The Artin braid group B_n
maclane:XI.4:construction1	ABSENT	#613	4	MacLane XI.4: The surjection B_n ⟶ S_n and the symmetric group by transpositions
maclane:XI.4:construction2	ABSENT	#614	4	MacLane XI.4: The braid category B as a braided (non-symmetric) monoidal category
maclane:XI.4:construction3	ABSENT	#614	4	MacLane XI.4: The braid category B as a braided (non-symmetric) monoidal category
maclane:XI.5:thm1	ABSENT	#615	4	MacLane XI.5: The braid category is the free braided monoidal category on one object
maclane:XI.5:thm2	ABSENT	#616	4	MacLane XI.5: Braided coherence via the underlying braid, and the B_2 action on a tensor
maclane:XI.5:remark1	ABSENT	#616	4	MacLane XI.5: Braided coherence via the underlying braid, and the B_2 action on a tensor
maclane:XI.1:thm1	PARTIAL	#520	4	also covered by existing issue
maclane:XI.1:construction1	PARTIAL	#520	4	also covered by existing issue
maclane:XI.3:thm2	ABSENT	#497	4	also covered by existing issue
maclane:XI.1:def1	PRESENT	-	-	Structure/Monoidal.v:125 Monoidal
maclane:XI.1:def3	PRESENT	-	-	Structure/Monoidal/Symmetric.v:103 SymmetricMonoidal
maclane:XI.2:def1	PRESENT	-	-	Functor/Structure/Monoidal.v:110 LaxMonoidalFunctor
maclane:XI.2:def2	PRESENT	-	-	Functor/Structure/Monoidal.v:77 MonoidalFunctor
maclane:XI.2:def3	PRESENT	-	-	Natural/Transformation/Monoidal.v:31 LaxMonoidal_Transform
maclane:XI.2:def4	PRESENT	-	-	Functor/Structure/Monoidal/Braided.v:67 BraidedMonoidalFunctor
maclane:XI.2:remark1	PRESENT	-	-	Functor/Structure/Monoidal/Compose.v:59 Compose_MonoidalFunctor
maclane:XI.3:def1	PRESENT	-	-	Structure/Monoidal/Strict.v:52 StrictMonoidal
maclane:XII.1:def1	ABSENT	#617	4	MacLane XII.1: Internal categories (category objects in a finitely complete category)
maclane:XII.1:remark1	ABSENT	#617	4	MacLane XII.1: Internal categories (category objects in a finitely complete category)
maclane:XII.1:def2	ABSENT	#618	4	MacLane XII.1: Internal functors and internal natural transformations
maclane:XII.1:def3	ABSENT	#618	4	MacLane XII.1: Internal functors and internal natural transformations
maclane:XII.1:def4	ABSENT	#619	4	MacLane XII.1: Internal diagrams (left C-objects) and their morphisms
maclane:XII.1:def5	ABSENT	#619	4	MacLane XII.1: Internal diagrams (left C-objects) and their morphisms
maclane:XII.1:remark2	ABSENT	#620	4	MacLane XII.1: Category objects in Grp are group objects in Cat, and the interchange of internalizations
maclane:XII.2:construction1	ABSENT	#621	4	MacLane XII.2: The nerve of a category as a simplicial set
maclane:XII.2:ex1	ABSENT	#621	4	MacLane XII.2: The nerve of a category as a simplicial set
maclane:XII.2:remark1	ABSENT	#622	4	MacLane XII.2: The nerve of an internal category as a simplicial object
maclane:XII.3:def2	PARTIAL	#623	4	MacLane XII.3: The hom-category (Cat-enriched) formulation of a 2-category
maclane:XII.3:construction2	ABSENT	#624	4	MacLane XII.3: The homotopy 2-category of topological spaces
maclane:XII.4:def2	PARTIAL	#625	4	MacLane XII.4: Right Kan extensions in a 2-category (formal Kan extensions)
maclane:XII.4:def3	PARTIAL	#626	4	MacLane XII.4: 2-functors and 2-natural transformations (strict)
maclane:XII.4:def4	PARTIAL	#626	4	MacLane XII.4: 2-functors and 2-natural transformations (strict)
maclane:XII.4:construction1	PARTIAL	#627	4	MacLane XII.4: The 2-category 2-Cat
maclane:XII.4:remark1	PARTIAL	#628	4	MacLane XII.4: 3-categories via enrichment in 2-Cat
maclane:XII.5:def1	PARTIAL	#629	4	MacLane XII.5: Single-set (arrows-only) categories and functors via source/target operators
maclane:XII.5:def2	ABSENT	#629	4	MacLane XII.5: Single-set (arrows-only) categories and functors via source/target operators
maclane:XII.5:def3	ABSENT	#630	4	MacLane XII.5: Single-set n-categories and ω-categories
maclane:XII.5:def4	ABSENT	#630	4	MacLane XII.5: Single-set n-categories and ω-categories
maclane:XII.5:def5	ABSENT	#630	4	MacLane XII.5: Single-set n-categories and ω-categories
maclane:XII.6:remark1	ABSENT	#631	4	MacLane XII.6: The two duals of a bicategory
maclane:XII.7:construction1	PARTIAL	#632	4	MacLane XII.7: Every one-object bicategory is a monoidal category (and bicategorical coherence)
maclane:XII.7:construction2	ABSENT	#633	4	MacLane XII.7: The bicategory of rings and bimodules
maclane:XII.7:construction3	PARTIAL	#634	4	MacLane XII.7: The bicategory Span(C)
maclane:XII.8:def1	ABSENT	#635	4	MacLane XII.8: Crossed modules of groups
maclane:XII.8:lem1	ABSENT	#636	4	MacLane XII.8: Crossed modules are equivalent to category objects in Grp
maclane:XII.8:thm1	ABSENT	#636	4	MacLane XII.8: Crossed modules are equivalent to category objects in Grp
maclane:XII.3:def1	PARTIAL	#283	4	also covered by existing issue
maclane:XII.5:remark1	PARTIAL	#217	4	also covered by existing issue
maclane:XII.3:construction1	PRESENT	-	-	Instance/Cat/Bicategory.v:127 Cat_Bicategory
maclane:XII.3:remark1	PRESENT	-	-	Construction/Enriched.v:111 Enriched
maclane:XII.4:def1	PRESENT	-	-	Theory/Bicategory/Adjunction.v:270 BicatAdjunction
maclane:XII.4:def5	PRESENT	-	-	Theory/Bicategory/Modification.v:57 Modification
maclane:XII.6:def1	PRESENT	-	-	Theory/Bicategory.v:204 Bicategory
maclane:XII.7:def1	PRESENT	-	-	Structure/Span.v:27 Span
maclane:App.1:def-nno	PARTIAL	#637	4	MacLane App.1: Natural-numbers object
maclane:App.1:def5	PARTIAL	#638	4	MacLane App.1: ETCS — well-pointed topos with choice and a natural-numbers object
maclane:App.1:def-well-pointed	ABSENT	#638	4	MacLane App.1: ETCS — well-pointed topos with choice and a natural-numbers object
maclane:App.1:def-ac	PARTIAL	#638	4	MacLane App.1: ETCS — well-pointed topos with choice and a natural-numbers object
maclane:App.1:remark-boolean	ABSENT	#639	4	MacLane App.1: A two-valued subobject classifier is a Boolean algebra
maclane:App.1:remark1	PARTIAL	#404	4	also covered by existing issue
maclane:App.1:remark2	PARTIAL	#405	4	also covered by existing issue
